time,window,count,score,edu
2014-10-07 12:00:00,157,1031,-0.04495484218494162,1
2014-10-07 12:00:00,157,4137,-0.04089387287851205,0
2014-10-07 13:00:00,158,461,-0.04817587429736014,1
2014-10-07 13:00:00,158,1883,-0.03494233370678147,0
2014-10-07 14:00:00,159,684,-0.05455538288690888,1
2014-10-07 14:00:00,159,3668,-0.039239694723654836,0
2014-10-07 15:00:00,160,374,-0.051857280557396294,1
2014-10-07 15:00:00,160,3236,-0.03709304244984103,0
2014-10-07 16:00:00,161,318,-0.044559568674471965,1
2014-10-07 16:00:00,161,3340,-0.0372762196689424,0
2014-10-07 17:00:00,162,324,-0.03989741810183984,1
2014-10-07 17:00:00,162,3946,-0.041657100478411556,0
2014-10-07 18:00:00,163,316,-0.05202522635070144,1
2014-10-07 18:00:00,163,4864,-0.04188508191364702,0
2014-10-07 19:00:00,164,260,-0.043561680104126574,1
2014-10-07 19:00:00,164,5724,-0.03736198913503442,0
2014-10-07 20:00:00,165,224,-0.047962032031001835,1
2014-10-07 20:00:00,165,6828,-0.037231431296820924,0
2014-10-07 21:00:00,166,156,-0.060339005463851555,1
2014-10-07 21:00:00,166,7620,-0.038155617370135814,0
2014-10-07 22:00:00,167,194,-0.04401190688533333,1
2014-10-07 22:00:00,167,7288,-0.03718088462127047,0
2014-10-07 23:00:00,168,166,-0.05080957091012615,1
2014-10-07 23:00:00,168,4996,-0.03728323652981963,0
2014-10-08 00:00:00,169,140,-0.029621820372599646,1
2014-10-08 00:00:00,169,2904,-0.03549872332945937,0
2014-10-08 01:00:00,170,68,-0.035625958342035656,1
2014-10-08 01:00:00,170,1700,-0.04365652227186258,0
2014-10-08 02:00:00,171,22,-0.03336074928005276,1
2014-10-08 02:00:00,171,696,-0.04549381475674267,0
2014-10-08 03:00:00,172,6,-0.026122448979591838,1
2014-10-08 03:00:00,172,416,-0.03506956433401498,0
2014-10-08 04:00:00,173,12,-0.052083333333333336,1
2014-10-08 04:00:00,173,540,-0.04181398554587064,0
2014-10-08 05:00:00,174,11,-0.04394266732283465,1
2014-10-08 05:00:00,174,874,-0.04769428948204171,0
2014-10-08 06:00:00,175,84,-0.03921701170410451,1
2014-10-08 06:00:00,175,2109,-0.038655327304210216,0
2014-10-08 07:00:00,176,426,-0.04303995559030189,1
2014-10-08 07:00:00,176,3651,-0.039288434826171816,0
2014-10-08 08:00:00,177,939,-0.017901321974207473,1
2014-10-08 08:00:00,177,3756,-0.03992707821384597,0
2014-10-08 09:00:00,178,987,-0.037046367109231135,1
2014-10-08 09:00:00,178,3468,-0.034149215143900194,0
2014-10-08 10:00:00,179,1287,-0.04323184091242843,1
2014-10-08 10:00:00,179,3822,-0.039262766842203194,0
2014-10-08 11:00:00,180,1143,-0.04773163426051006,1
2014-10-08 11:00:00,180,4254,-0.03701286909445069,0
2014-10-08 12:00:00,181,1059,-0.046189400087157065,1
2014-10-08 12:00:00,181,3804,-0.04131436874390743,0
2014-10-08 13:00:00,182,906,-0.04933944799073144,1
2014-10-08 13:00:00,182,4215,-0.0357433930366893,0
2014-10-08 14:00:00,183,921,-0.04925617069535465,1
2014-10-08 14:00:00,183,4044,-0.03720361326090826,0
2014-10-08 15:00:00,184,630,-0.054876901107735146,1
2014-10-08 15:00:00,184,5010,-0.03973649510382953,0
2014-10-08 16:00:00,185,504,-0.04956017660209705,1
2014-10-08 16:00:00,185,5703,-0.04102287973932713,0
2014-10-08 17:00:00,186,543,-0.04680429253678039,1
2014-10-08 17:00:00,186,5883,-0.03716063509686608,0
2014-10-08 18:00:00,187,420,-0.03274338122922809,1
2014-10-08 18:00:00,187,6915,-0.03424439967240923,0
2014-10-08 19:00:00,188,507,-0.0531541924794108,1
2014-10-08 19:00:00,188,8229,-0.03676219656273346,0
2014-10-08 20:00:00,189,474,-0.04364133844154694,1
2014-10-08 20:00:00,189,10284,-0.036394196621814104,0
2014-10-08 21:00:00,190,474,-0.04483902122804715,1
2014-10-08 21:00:00,190,12687,-0.03597352438629805,0
2014-10-08 22:00:00,191,264,-0.05166743713884092,1
2014-10-08 22:00:00,191,10892,-0.03685913160730939,0
2014-10-08 23:00:00,192,204,-0.04518828307839327,1
2014-10-08 23:00:00,192,6981,-0.041518098428482995,0
2014-10-09 00:00:00,193,162,-0.02734179986434183,1
2014-10-09 00:00:00,193,4104,-0.03898212218549727,0
2014-10-09 01:00:00,194,117,-0.06359358021059625,1
2014-10-09 01:00:00,194,2295,-0.04173136243675743,0
2014-10-09 02:00:00,195,63,-0.06945914897872454,1
2014-10-09 02:00:00,195,1266,-0.043669272270741834,0
2014-10-09 03:00:00,196,9,-0.13289772727272725,1
2014-10-09 03:00:00,196,504,-0.04187557697548005,0
2014-10-09 04:00:00,197,3,-0.125,1
2014-10-09 04:00:00,197,564,-0.038834984167608624,0
2014-10-09 05:00:00,198,12,-0.037447739743924756,1
2014-10-09 05:00:00,198,717,-0.015201844624876944,0
2014-10-09 06:00:00,199,63,-0.018573467201254766,1
2014-10-09 06:00:00,199,1611,-0.037477814978267375,0
2014-10-09 07:00:00,200,420,-0.04602865171841146,1
2014-10-09 07:00:00,200,3180,-0.038898630250604374,0
2014-10-09 08:00:00,201,765,-0.039571458311185054,1
2014-10-09 08:00:00,201,3537,-0.036341668589839116,0
2014-10-09 09:00:00,202,1101,-0.04559383324754371,1
2014-10-09 09:00:00,202,3960,-0.04140367157476294,0
2014-10-09 10:00:00,203,1245,-0.04467817741623446,1
2014-10-09 10:00:00,203,4362,-0.034568407383999654,0
2014-10-09 11:00:00,204,1023,-0.0466322408699342,1
2014-10-09 11:00:00,204,4488,-0.042802571444614204,0
2014-10-09 12:00:00,205,1212,-0.042873870008994105,1
2014-10-09 12:00:00,205,4332,-0.039362515849091666,0
2014-10-09 13:00:00,206,999,-0.0462939090479394,1
2014-10-09 13:00:00,206,3969,-0.03755310032976129,0
2014-10-09 14:00:00,207,795,-0.04560835532309366,1
2014-10-09 14:00:00,207,4257,-0.041787686405033435,0
2014-10-09 15:00:00,208,537,-0.04963484214312913,1
2014-10-09 15:00:00,208,4473,-0.039741111386762284,0
2014-10-09 16:00:00,209,504,-0.04860045108212178,1
2014-10-09 16:00:00,209,5139,-0.03815345201493893,0
2014-10-09 17:00:00,210,288,-0.037020907391490984,1
2014-10-09 17:00:00,210,4601,-0.039706047177873335,0
2014-10-09 18:00:00,211,471,-0.06410545006919732,1
2014-10-09 18:00:00,211,6894,-0.037207374305626026,0
2014-10-09 19:00:00,212,420,-0.03623093737280398,1
2014-10-09 19:00:00,212,9195,-0.03998623759516165,0
2014-10-09 20:00:00,213,387,-0.032736238063119226,1
2014-10-09 20:00:00,213,10827,-0.03801487465887987,0
2014-10-09 21:00:00,214,234,-0.05827760050765239,1
2014-10-09 21:00:00,214,11181,-0.0366022254124864,0
2014-10-09 22:00:00,215,390,-0.05159675774094908,1
2014-10-09 22:00:00,215,11253,-0.03918848217785476,0
2014-10-09 23:00:00,216,351,-0.03465765839921797,1
2014-10-09 23:00:00,216,7524,-0.038303674982632416,0
2014-10-10 00:00:00,217,213,-0.05002673109191558,1
2014-10-10 00:00:00,217,4926,-0.041904534741689974,0
2014-10-10 01:00:00,218,111,-0.03155325421441673,1
2014-10-10 01:00:00,218,2721,-0.04751543959228791,0
2014-10-10 02:00:00,219,54,-0.07262187355110647,1
2014-10-10 02:00:00,219,1572,-0.046153480325866185,0
2014-10-10 03:00:00,220,24,-0.07683301972557557,1
2014-10-10 03:00:00,220,696,-0.04138824238729801,0
2014-10-10 04:00:00,221,15,-0.026415068975450495,1
2014-10-10 04:00:00,221,546,-0.04756125803585912,0
2014-10-10 05:00:00,222,9,-0.08049283543204518,1
2014-10-10 05:00:00,222,759,-0.03585734190844509,0
2014-10-10 06:00:00,223,63,-0.05537396291850077,1
2014-10-10 06:00:00,223,1749,-0.038660460680245305,0
2014-10-10 07:00:00,224,318,-0.04123250618726911,1
2014-10-10 07:00:00,224,2757,-0.0431038838171212,0
2014-10-10 08:00:00,225,936,-0.030533971685753857,1
2014-10-10 08:00:00,225,3366,-0.03933332239786322,0
2014-10-10 09:00:00,226,1038,-0.041527035360248224,1
2014-10-10 09:00:00,226,3843,-0.03921840852050614,0
2014-10-10 10:00:00,227,1020,-0.04640655879763467,1
2014-10-10 10:00:00,227,4851,-0.04082245388329729,0
2014-10-10 11:00:00,228,1032,-0.03169229496738205,1
2014-10-10 11:00:00,228,4962,-0.03871630730945324,0
2014-10-10 12:00:00,229,960,-0.035078836741236866,1
2014-10-10 12:00:00,229,5244,-0.03662809920847158,0
2014-10-10 13:00:00,230,753,-0.0479132236148688,1
2014-10-10 13:00:00,230,4914,-0.03481158218244671,0
2014-10-10 14:00:00,231,639,-0.028451142430216646,1
2014-10-10 14:00:00,231,4980,-0.038336897932692376,0
2014-10-10 15:00:00,232,372,-0.04723328836891188,1
2014-10-10 15:00:00,232,5019,-0.03450687121254733,0
2014-10-10 16:00:00,233,240,-0.027272071738042948,1
2014-10-10 16:00:00,233,5175,-0.03808595411187759,0
2014-10-10 17:00:00,234,297,-0.052072245575801084,1
2014-10-10 17:00:00,234,5985,-0.04084704279955002,0
2014-10-10 18:00:00,235,249,-0.04983601146183573,1
2014-10-10 18:00:00,235,6192,-0.032752361787988585,0
2014-10-10 19:00:00,236,315,-0.03993434970946714,1
